PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
AC62,R&D-ELECTRONICS & COMM EQ-A RES/EXP,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC63,R&D-ELECTRONICS & COMM EQ-ADV DEV,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ADVANCED DEVELOPMENT,,,
AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ADVANCED DEVELOPMENT,,,
AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
AC64,R&D-ELECTRONICS & COMM EQ-ENG DEV,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC65,R&D-ELECTRONICS & COMM EQ-OPSY DEV,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC66,R&D-ELECTRONICS & COMM EQ-MGMT SUP,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - MANAGEMENT AND SUPPORT,,,
AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - MANAGEMENT AND SUPPORT,,,
AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),10/1/2011,,,,,
AC67,R&D-ELECTRONICS & COMM EQ-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC90,R&D-MISC HARD GOODS,10/1/1991,7/31/1999,,,,
AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS  - BASIC RESEARCH,,,
AC91,R&D-MISC HARD GOODS-B RES,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS  - BASIC RESEARCH,,,
AC92,R&D-MISC HARD GOODS-A RES/EXPL DEV,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS  - ADVANCED DEVELOPMENT,,,
AC93,R&D-MISC HARD GOODS-ADV DEV,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS  - ADVANCED DEVELOPMENT,,,
AC94,R&D-MISC HARD GOODS-ENG DEV,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS  - ENGINEERING DEVELOPMENT,,,
AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS  - ENGINEERING DEVELOPMENT,,,
AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC95,R&D-MISC HARD GOODS-OPSY DEV,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),10/1/2011,,MISCELLANEOUS DEFENSE HARD GOODS  - MANAGEMENT AND SUPPORT,,,
AC96,R&D-MISC HARD GOODS-MGMT SUP,10/15/1978,9/30/2011,MISCELLANEOUS DEFENSE HARD GOODS  - MANAGEMENT AND SUPPORT,,,
AC97,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (COMMERCIALIZED),10/1/2011,,,,,
AC97,R&D-MISC HARD GOODS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD,DEFENSE (OTHER) RandD,10/1/1979,,,,,
AD10,R&D-AMMUNITION,11/15/1978,7/31/1999,,,,
AD11,R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH),10/1/2011,,AMMUNITION  - BASIC RESEARCH,,,
AD11,AMMUNITION (BASIC),10/15/1978,9/30/2011,AMMUNITION  - BASIC RESEARCH,,,
AD12,R&D- DEFENSE OTHER: AMMUNITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,AMMUNITION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD12,AMMUNITION (APPLIED/EXPLORATORY),10/15/1978,9/30/2011,AMMUNITION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD13,R&D- DEFENSE OTHER: AMMUNITION (ADVANCED DEVELOPMENT),10/1/2011,,AMMUNITION  - ADVANCED DEVELOPMENT,,,
AD13,AMMUNITION (ADVANCED),10/15/1978,9/30/2011,AMMUNITION  - ADVANCED DEVELOPMENT,,,
AD14,R&D- DEFENSE OTHER: AMMUNITION (ENGINEERING DEVELOPMENT),10/1/2011,,AMMUNITION  - ENGINEERING DEVELOPMENT,,,
AD14,AMMUNITION (ENGINEERING),10/15/1978,9/30/2011,AMMUNITION  - ENGINEERING DEVELOPMENT,,,
AD15,R&D- DEFENSE OTHER: AMMUNITION (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,AMMUNITION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD15,AMMUNITION (OPERATIONAL),11/15/1978,9/30/2011,AMMUNITION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD16,AMMUNITION (MANAGEMENT/SUPPORT),5/15/1979,9/30/2011,AMMUNITION  - MANAGEMENT AND SUPPORT,,,
AD16,R&D- DEFENSE OTHER: AMMUNITION (MANAGEMENT/SUPPORT),10/1/2011,,AMMUNITION  - MANAGEMENT AND SUPPORT,,,
AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),10/1/2011,,,,,
AD17,R&D-AMMUNITION-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD20,R&D-SVCS,10/1/1991,7/31/1999,,,,
AD21,SERVICES (BASIC),10/15/1978,9/30/2011,SERVICES  - BASIC RESEARCH,,,
AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),10/1/2011,,SERVICES  - BASIC RESEARCH,,,
AD22,SERVICES (APPLIED/EXPLORATORY),10/15/1978,9/30/2011,SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,SERVICES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),10/1/2011,,SERVICES  - ADVANCED DEVELOPMENT,,,
AD23,SERVICES (ADVANCED),10/15/1978,9/30/2011,SERVICES  - ADVANCED DEVELOPMENT,,,
AD24,SERVICES (ENGINEERING),10/15/1978,9/30/2011,SERVICES  - ENGINEERING DEVELOPMENT,,,
AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),10/1/2011,,SERVICES  - ENGINEERING DEVELOPMENT,,,
AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD25,SERVICES (OPERATIONAL),10/15/1978,9/30/2011,SERVICES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),10/1/2011,,SERVICES  - MANAGEMENT AND SUPPORT,,,
AD26,SERVICES (MANAGEMENT/SUPPORT),10/15/1978,9/30/2011,SERVICES  - MANAGEMENT AND SUPPORT,,,
AD27,R&D-SVCS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD27,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),10/1/2011,,,,,
AD30,R&D-SUBSISTENCE,10/1/1991,7/31/1999,,,,
AD31,SUBSISTENCE (BASIC),9/15/1979,9/30/2011,SUBSISTENCE  - BASIC RESEARCH,,,
AD31,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),10/1/2011,,SUBSISTENCE  - BASIC RESEARCH,,,
AD32,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,SUBSISTENCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD32,SUBSISTENCE (APPLIED/EXPLORATORY),2/15/1979,9/30/2011,SUBSISTENCE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD33,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),10/1/2011,,SUBSISTENCE  - ADVANCED DEVELOPMENT,,,
AD33,SUBSISTENCE (ADVANCED),4/15/1979,9/30/2011,SUBSISTENCE  - ADVANCED DEVELOPMENT,,,
AD34,SUBSISTENCE (ENGINEERING),3/15/1982,9/30/2011,SUBSISTENCE  - ENGINEERING DEVELOPMENT,,,
AD34,R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT),10/1/2011,,SUBSISTENCE  - ENGINEERING DEVELOPMENT,,,
AD35,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,SUBSISTENCE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD35,SUBSISTENCE (OPERATIONAL),4/15/1981,9/30/2011,SUBSISTENCE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD36,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),10/1/2011,,SUBSISTENCE  - MANAGEMENT AND SUPPORT,,,
AD36,SUBSISTENCE (MANAGEMENT/SUPPORT),11/15/1978,9/30/2011,SUBSISTENCE  - MANAGEMENT AND SUPPORT,,,
AD37,R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED),10/1/2011,,,,,
AD37,R&D-SUBSISTENCE-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD40,"R&D-TEXTILES,CLOTHING,ETC",10/1/1991,7/31/1999,,,,
AD41,"R&D-TEXTILES,CLOTHING,ETC-B RES",4/15/1979,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE  - BASIC RESEARCH",,,
AD41,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE  - BASIC RESEARCH",,,
AD42,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
AD42,"R&D-TEXTILES,CLOTHING,ETC-A RES/EXP",3/15/1979,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT",,,
AD43,"R&D-TEXTILES,CLOTHING,ETC-ADV DEV",8/15/1979,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE  - ADVANCED DEVELOPMENT",,,
AD43,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE  - ADVANCED DEVELOPMENT",,,
AD44,"R&D-TEXTILES,CLOTHING,ETC-ENG DEV",11/15/1978,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE  - ENGINEERING DEVELOPMENT",,,
AD44,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE  - ENGINEERING DEVELOPMENT",,,
AD45,"R&D-TEXTILES,CLOTHING,ETC-OPSY DEV",5/15/1979,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
AD45,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE  - OPERATIONAL SYSTEMS DEVELOPMENT",,,
AD46,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (MANAGEMENT/SUPPORT),10/1/2011,,"TEXTILES, CLOTHING AND EQUIPAGE  - MANAGEMENT AND SUPPORT",,,
AD46,"R&D-TEXTILES,CLOTHING,ETC-MGMT SUP",2/15/1984,9/30/2011,"TEXTILES, CLOTHING AND EQUIPAGE  - MANAGEMENT AND SUPPORT",,,
AD47,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),10/1/2011,,,,,
AD47,"R&D-TEXTILES,CLOTHING,ETC-COMERCLIZ",10/1/1991,9/30/2011,,,,
AD50,R&D-FUELS & LUBRICANTS,10/1/1991,7/31/1999,,,,
AD51,FUELS AND LUBRICANTS (BASIC),10/15/1978,9/30/2011,FUELS AND LUBRICANTS  - BASIC RESEARCH,,,
AD51,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (BASIC RESEARCH),10/1/2011,,FUELS AND LUBRICANTS  - BASIC RESEARCH,,,
AD52,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,FUELS AND LUBRICANTS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD52,R&D-FUELS & LUBRICANTS-A RES/EXPL D,10/15/1978,9/30/2011,FUELS AND LUBRICANTS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD53,FUELS AND LUBRICANTS (ADVANCED),3/15/1979,9/30/2011,FUELS AND LUBRICANTS  - ADVANCED DEVELOPMENT,,,
AD53,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ADVANCED DEVELOPMENT),10/1/2011,,FUELS AND LUBRICANTS  - ADVANCED DEVELOPMENT,,,
AD54,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (ENGINEERING DEVELOPMENT),10/1/2011,,FUELS AND LUBRICANTS  - ENGINEERING DEVELOPMENT,,,
AD54,FUELS AND LUBRICANTS (ENGINEERING),8/15/1981,9/30/2011,FUELS AND LUBRICANTS  - ENGINEERING DEVELOPMENT,,,
AD55,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,FUELS AND LUBRICANTS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD55,FUELS AND LUBRICANTS (OPERATIONAL),6/15/1981,9/30/2011,FUELS AND LUBRICANTS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD56,R&D-FUELS & LUBRICANTS-MGMT SUP,12/15/1979,9/30/2011,FUELS AND LUBRICANTS  - MANAGEMENT AND SUPPORT,,,
AD56,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT),10/1/2011,,FUELS AND LUBRICANTS  - MANAGEMENT AND SUPPORT,,,
AD57,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED),10/1/2011,,,,,
AD57,R&D-FUELS & LUBRICANTS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD60,R&D-CONSTRUCT,10/1/1991,7/31/1999,,,,
AD61,CONSTRUCTION (BASIC),5/15/1979,9/30/2011,CONSTRUCTION  - BASIC RESEARCH,,,
AD61,R&D- DEFENSE OTHER: CONSTRUCTION (BASIC RESEARCH),10/1/2011,,CONSTRUCTION  - BASIC RESEARCH,,,
AD62,R&D- DEFENSE OTHER: CONSTRUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,CONSTRUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD62,CONSTRUCTION (APPLIED/EXPLORATORY),3/15/1979,9/30/2011,CONSTRUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD63,CONSTRUCTION (ADVANCED),11/15/1978,9/30/2011,CONSTRUCTION  - ADVANCED DEVELOPMENT,,,
AD63,R&D- DEFENSE OTHER: CONSTRUCTION (ADVANCED DEVELOPMENT),10/1/2011,,CONSTRUCTION  - ADVANCED DEVELOPMENT,,,
AD64,R&D- DEFENSE OTHER: CONSTRUCTION (ENGINEERING DEVELOPMENT),10/1/2011,,CONSTRUCTION  - ENGINEERING DEVELOPMENT,,,
AD64,CONSTRUCTION (ENGINEERING),11/15/1978,9/30/2011,CONSTRUCTION  - ENGINEERING DEVELOPMENT,,,
AD65,R&D- DEFENSE OTHER: CONSTRUCTION (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,CONSTRUCTION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD65,CONSTRUCTION (OPERATIONAL),6/15/1980,9/30/2011,CONSTRUCTION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD66,CONSTRUCTION (MANAGEMENT/SUPPORT),7/15/1979,9/30/2011,CONSTRUCTION  - MANAGEMENT AND SUPPORT,,,
AD66,R&D- DEFENSE OTHER: CONSTRUCTION (MANAGEMENT/SUPPORT),10/1/2011,,CONSTRUCTION  - MANAGEMENT AND SUPPORT,,,
AD67,R&D- DEFENSE OTHER: CONSTRUCTION (COMMERCIALIZED),10/1/2011,,,,,
AD67,R&D-CONSTRUCT-COMERCLIZ,10/1/1991,9/30/2011,,,,
AD90,R&D-OTHER DEFENSE,10/1/1991,7/31/1999,,,,
AD91,OTHER DEFENSE (BASIC),10/15/1978,9/30/2011,OTHER DEFENSE  - BASIC RESEARCH,,,
AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),10/1/2011,,OTHER DEFENSE  - BASIC RESEARCH,,,
AD92,R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,OTHER DEFENSE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD92,OTHER DEFENSE (APPLIED/EXPLORATORY),10/15/1978,9/30/2011,OTHER DEFENSE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AD93,R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),10/1/2011,,OTHER DEFENSE  - ADVANCED DEVELOPMENT,,,
AD93,OTHER DEFENSE (ADVANCED),10/15/1978,9/30/2011,OTHER DEFENSE  - ADVANCED DEVELOPMENT,,,
AD94,OTHER DEFENSE (ENGINEERING),10/15/1978,9/30/2011,OTHER DEFENSE  - ENGINEERING DEVELOPMENT,,,
AD94,R&D- DEFENSE OTHER: OTHER (ENGINEERING DEVELOPMENT),10/1/2011,,OTHER DEFENSE  - ENGINEERING DEVELOPMENT,,,
AD95,OTHER DEFENSE (OPERATIONAL),10/15/1978,9/30/2011,OTHER DEFENSE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD95,R&D- DEFENSE OTHER: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,OTHER DEFENSE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AD96,R&D- DEFENSE OTHER: OTHER (MANAGEMENT/SUPPORT),10/1/2011,,OTHER DEFENSE  - MANAGEMENT AND SUPPORT,,,
AD96,OTHER DEFENSE (MANAGEMENT/SUPPORT),10/15/1978,9/30/2011,OTHER DEFENSE  - MANAGEMENT AND SUPPORT,,,
AD97,R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED),10/1/2011,,,,,
AD97,R&D-OTHER DEFENSE-COMERCLIZ,10/1/1991,9/30/2011,,,,
AE,ECONOMIC GROWTH/PRODUCTIVITY RandD,10/1/1979,,,,,
AE10,R&D-EMPL GROW-PRODUCTIVTY,10/1/1991,7/31/1999,,,,
AE11,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE11,R&D-EMPL GROW-PRODUCTIVTY-B RES,10/15/1978,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY  - BASIC RESEARCH,,,
AE12,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE12,R&D-EMPL GROW-PRODUCTIVTY-A RES/EXP,10/15/1978,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE13,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ADVANCED DEVELOPMENT),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE13,R&D-EMPL GROW-PRODUCTIVTY-ADV DEV,12/15/1983,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ADVANCED DEVELOPMENT,,,
AE14,R&D-EMPL GROW-PRODUCTIVTY-ENG DEV,1/15/1985,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE14,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (ENGINEERING DEVELOPMENT),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - ENGINEERING DEVELOPMENT,,,
AE15,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE15,R&D-EMPL GROW-PRODUCTIVTY-OPSY DEV,10/1/1991,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE16,R&D-EMPL GROW-PRODUCTIVTY-MGMT SUP,1/15/1979,9/30/2011,EMPLOYMENT GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE16,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (MANAGEMENT/SUPPORT),10/1/2011,,EMPLOYMENT GROWTH AND PRODUCTIVITY  - MANAGEMENT AND SUPPORT,,,
AE17,R&D-EMPL GROW-PRODUCTIVTY-COMERCLIZ,10/1/1991,9/30/2011,,,,
AE17,R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (COMMERCIALIZED),10/1/2011,,,,,
AE20,R&D-PROD/SERV IMPROVEMENT,4/15/1986,7/31/1999,,,,
AE21,R&D-PROD/SERV IMPROVEMENT-B RES,11/15/1979,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT  - BASIC RESEARCH,,,
AE21,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT  - BASIC RESEARCH,,,
AE22,R&D-PROD/SERV IMPROVEMENT-A RES/EXP,12/15/1984,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE22,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AE23,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT  - ADVANCED DEVELOPMENT,,,
AE23,R&D-PROD/SERV IMPROVEMENT-ADV DEV,10/1/1991,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT  - ADVANCED DEVELOPMENT,,,
AE24,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT  - ENGINEERING DEVELOPMENT,,,
AE24,R&D-PROD/SERV IMPROVEMENT-ENG DEV,9/15/1985,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT  - ENGINEERING DEVELOPMENT,,,
AE25,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE25,R&D-PROD/SERV IMPROVEMENT-OPSY DEV,3/15/1986,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AE26,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT),10/1/2011,,PRODUCT OR SERVICE IMPROVEMENT  - MANAGEMENT AND SUPPORT,,,
AE26,R&D-PROD/SERV IMPROVEMENT-MGMT SUP,5/15/1979,9/30/2011,PRODUCT OR SERVICE IMPROVEMENT  - MANAGEMENT AND SUPPORT,,,
AE27,R&D-PROD/SERV IMPROVEMENT-COMERCLIZ,10/1/1991,9/30/2011,,,,
AE27,R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (COMMERCIALIZED),10/1/2011,,,,,
AE30,R&D-MANUFACTURING TECH,10/1/1991,7/31/1999,,,,
AE31,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (BASIC RESEARCH),10/1/2011,,MANUFACTURING TECHNOLOGY  - BASIC RESEARCH,,,
AE31,MANUFACTURING TECHNOLOGY (BASIC),10/1/1991,9/30/2011,MANUFACTURING TECHNOLOGY  - BASIC RESEARCH,,,
AE32,R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,MANUFACTURING TECHNOLOGY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
